2026-01-08 01:06:47 | INFO | sample_refined | Device: cpu
2026-01-08 01:06:47 | INFO | sample_refined | Loading diffusion checkpoint from runs/day10_al_16_hpc/members/m000/checkpoints/iter_20.pt
2026-01-08 01:06:47 | INFO | sample_refined | Loading pairwise checkpoint from runs/energy_pairwise/best_model.pt
2026-01-08 01:06:48 | INFO | sample_refined | Generating 1 samples...
2026-01-08 01:06:58 | INFO | sample_refined | Batch 1: Refining...
2026-01-08 01:08:45 | INFO | sample_refined | Step 21000: E_norm=2877.41 | Force_norm_pre=38583.45
2026-01-08 01:08:50 | INFO | sample_refined | Step 22000: E_norm=2820.00 | Force_norm_pre=37859.86
2026-01-08 01:08:54 | INFO | sample_refined | Step 23000: E_norm=2763.69 | Force_norm_pre=37118.85
2026-01-08 01:08:58 | INFO | sample_refined | Step 24000: E_norm=2708.55 | Force_norm_pre=36363.54
2026-01-08 01:09:02 | INFO | sample_refined | Step 25000: E_norm=2654.55 | Force_norm_pre=35596.88
2026-01-08 01:09:08 | INFO | sample_refined | Step 26000: E_norm=2601.68 | Force_norm_pre=34822.48
2026-01-08 01:09:12 | INFO | sample_refined | Step 27000: E_norm=2549.91 | Force_norm_pre=34044.38
2026-01-08 01:09:16 | INFO | sample_refined | Step 28000: E_norm=2499.32 | Force_norm_pre=33268.21
2026-01-08 01:09:20 | INFO | sample_refined | Step 29000: E_norm=2449.87 | Force_norm_pre=32497.70
2026-01-08 01:09:24 | INFO | sample_refined | Step 30000: E_norm=2401.61 | Force_norm_pre=31737.86
2026-01-08 01:09:28 | INFO | sample_refined | Step 31000: E_norm=2354.49 | Force_norm_pre=30991.51
2026-01-08 01:09:33 | INFO | sample_refined | Step 32000: E_norm=2308.60 | Force_norm_pre=30262.84
2026-01-08 01:09:37 | INFO | sample_refined | Step 33000: E_norm=2263.80 | Force_norm_pre=29551.91
2026-01-08 01:09:41 | INFO | sample_refined | Step 34000: E_norm=2220.06 | Force_norm_pre=28859.79
2026-01-08 01:09:46 | INFO | sample_refined | Step 35000: E_norm=2177.37 | Force_norm_pre=28186.91
2026-01-08 01:09:50 | INFO | sample_refined | Step 36000: E_norm=2135.68 | Force_norm_pre=27532.68
2026-01-08 01:09:55 | INFO | sample_refined | Step 37000: E_norm=2094.96 | Force_norm_pre=26896.19
2026-01-08 01:09:59 | INFO | sample_refined | Step 38000: E_norm=2055.16 | Force_norm_pre=26275.98
2026-01-08 01:10:04 | INFO | sample_refined | Step 39000: E_norm=2016.28 | Force_norm_pre=25670.96
2026-01-08 01:10:08 | INFO | sample_refined | Step 40000: E_norm=1978.29 | Force_norm_pre=25079.73
2026-01-08 01:10:12 | INFO | sample_refined | Step 41000: E_norm=1941.21 | Force_norm_pre=24501.13
2026-01-08 01:10:16 | INFO | sample_refined | Step 42000: E_norm=1904.99 | Force_norm_pre=23933.52
2026-01-08 01:10:21 | INFO | sample_refined | Step 43000: E_norm=1869.62 | Force_norm_pre=23375.70
2026-01-08 01:10:25 | INFO | sample_refined | Step 44000: E_norm=1835.05 | Force_norm_pre=22825.99
2026-01-08 01:10:29 | INFO | sample_refined | Step 45000: E_norm=1801.28 | Force_norm_pre=22283.70
2026-01-08 01:10:33 | INFO | sample_refined | Step 46000: E_norm=1768.30 | Force_norm_pre=21748.47
2026-01-08 01:10:37 | INFO | sample_refined | Step 47000: E_norm=1736.15 | Force_norm_pre=21220.61
2026-01-08 01:10:42 | INFO | sample_refined | Step 48000: E_norm=1704.76 | Force_norm_pre=20699.64
2026-01-08 01:10:47 | INFO | sample_refined | Step 49000: E_norm=1674.13 | Force_norm_pre=20185.62
2026-01-08 01:10:52 | INFO | sample_refined | Step 50000: E_norm=1644.27 | Force_norm_pre=19679.53
2026-01-08 01:10:56 | INFO | sample_refined | Step 51000: E_norm=1615.21 | Force_norm_pre=19182.28
2026-01-08 01:11:01 | INFO | sample_refined | Step 52000: E_norm=1586.87 | Force_norm_pre=18693.86
2026-01-08 01:11:06 | INFO | sample_refined | Step 53000: E_norm=1559.24 | Force_norm_pre=18215.47
2026-01-08 01:11:11 | INFO | sample_refined | Step 54000: E_norm=1532.29 | Force_norm_pre=17748.40
2026-01-08 01:11:16 | INFO | sample_refined | Step 55000: E_norm=1506.07 | Force_norm_pre=17294.84
2026-01-08 01:11:21 | INFO | sample_refined | Step 56000: E_norm=1480.49 | Force_norm_pre=16855.72
2026-01-08 01:11:26 | INFO | sample_refined | Step 57000: E_norm=1455.52 | Force_norm_pre=16432.66
2026-01-08 01:11:30 | INFO | sample_refined | Step 58000: E_norm=1431.14 | Force_norm_pre=16027.63
2026-01-08 01:11:35 | INFO | sample_refined | Step 59000: E_norm=1407.38 | Force_norm_pre=15643.19
2026-01-08 01:11:40 | INFO | sample_refined | Step 60000: E_norm=1384.18 | Force_norm_pre=15280.64
2026-01-08 01:11:45 | INFO | sample_refined | Step 61000: E_norm=1361.51 | Force_norm_pre=14941.16
2026-01-08 01:11:50 | INFO | sample_refined | Step 62000: E_norm=1339.33 | Force_norm_pre=14625.71
2026-01-08 01:11:54 | INFO | sample_refined | Step 63000: E_norm=1317.59 | Force_norm_pre=14334.51
2026-01-08 01:11:59 | INFO | sample_refined | Step 64000: E_norm=1296.24 | Force_norm_pre=14067.29
2026-01-08 01:12:04 | INFO | sample_refined | Step 65000: E_norm=1275.29 | Force_norm_pre=13823.21
2026-01-08 01:12:09 | INFO | sample_refined | Step 66000: E_norm=1254.73 | Force_norm_pre=13600.74
2026-01-08 01:12:14 | INFO | sample_refined | Step 67000: E_norm=1234.53 | Force_norm_pre=13396.88
2026-01-08 01:12:18 | INFO | sample_refined | Step 68000: E_norm=1214.65 | Force_norm_pre=13207.48
2026-01-08 01:12:23 | INFO | sample_refined | Step 69000: E_norm=1195.04 | Force_norm_pre=13027.77
2026-01-08 01:12:27 | INFO | sample_refined | Step 70000: E_norm=1175.71 | Force_norm_pre=12852.76
2026-01-08 01:12:32 | INFO | sample_refined | Step 71000: E_norm=1156.68 | Force_norm_pre=12677.82
2026-01-08 01:12:38 | INFO | sample_refined | Step 72000: E_norm=1137.94 | Force_norm_pre=12500.33
2026-01-08 01:12:43 | INFO | sample_refined | Step 73000: E_norm=1119.49 | Force_norm_pre=12320.87
2026-01-08 01:12:47 | INFO | sample_refined | Step 74000: E_norm=1101.34 | Force_norm_pre=12142.84
2026-01-08 01:12:52 | INFO | sample_refined | Step 75000: E_norm=1083.47 | Force_norm_pre=11970.20
2026-01-08 01:12:57 | INFO | sample_refined | Step 76000: E_norm=1065.88 | Force_norm_pre=11804.86
2026-01-08 01:13:02 | INFO | sample_refined | Step 77000: E_norm=1048.58 | Force_norm_pre=11645.68
2026-01-08 01:13:06 | INFO | sample_refined | Step 78000: E_norm=1031.55 | Force_norm_pre=11489.83
2026-01-08 01:13:11 | INFO | sample_refined | Step 79000: E_norm=1014.79 | Force_norm_pre=11333.75
2026-01-08 01:13:16 | INFO | sample_refined | Step 80000: E_norm=998.28 | Force_norm_pre=11174.28
2026-01-08 01:13:20 | INFO | sample_refined | Step 81000: E_norm=982.03 | Force_norm_pre=11009.14
2026-01-08 01:13:25 | INFO | sample_refined | Step 82000: E_norm=966.04 | Force_norm_pre=10837.52
2026-01-08 01:13:29 | INFO | sample_refined | Step 83000: E_norm=950.35 | Force_norm_pre=10658.92
2026-01-08 01:13:33 | INFO | sample_refined | Step 84000: E_norm=934.94 | Force_norm_pre=10473.37
2026-01-08 01:13:37 | INFO | sample_refined | Step 85000: E_norm=919.85 | Force_norm_pre=10281.42
2026-01-08 01:13:42 | INFO | sample_refined | Step 86000: E_norm=905.08 | Force_norm_pre=10083.97
2026-01-08 01:13:48 | INFO | sample_refined | Step 87000: E_norm=890.64 | Force_norm_pre=9881.50
2026-01-08 01:13:52 | INFO | sample_refined | Step 88000: E_norm=876.54 | Force_norm_pre=9674.87
2026-01-08 01:13:56 | INFO | sample_refined | Step 89000: E_norm=862.77 | Force_norm_pre=9464.91
2026-01-08 01:14:00 | INFO | sample_refined | Step 90000: E_norm=849.34 | Force_norm_pre=9252.00
2026-01-08 01:14:05 | INFO | sample_refined | Step 91000: E_norm=836.26 | Force_norm_pre=9037.05
2026-01-08 01:14:10 | INFO | sample_refined | Step 92000: E_norm=823.51 | Force_norm_pre=8820.42
2026-01-08 01:14:14 | INFO | sample_refined | Step 93000: E_norm=811.10 | Force_norm_pre=8602.69
2026-01-08 01:14:18 | INFO | sample_refined | Step 94000: E_norm=799.05 | Force_norm_pre=8384.53
2026-01-08 01:14:23 | INFO | sample_refined | Step 95000: E_norm=787.33 | Force_norm_pre=8166.14
2026-01-08 01:14:28 | INFO | sample_refined | Step 96000: E_norm=775.96 | Force_norm_pre=7948.29
2026-01-08 01:14:33 | INFO | sample_refined | Step 97000: E_norm=764.94 | Force_norm_pre=7731.99
2026-01-08 01:14:37 | INFO | sample_refined | Step 98000: E_norm=754.24 | Force_norm_pre=7518.30
2026-01-08 01:14:42 | INFO | sample_refined | Step 99000: E_norm=743.86 | Force_norm_pre=7309.52
2026-01-08 01:14:48 | INFO | sample_refined | Step 100000: E_norm=733.80 | Force_norm_pre=7108.69
2026-01-08 01:14:52 | INFO | sample_refined | Step 101000: E_norm=724.03 | Force_norm_pre=6920.10
2026-01-08 01:14:57 | INFO | sample_refined | Step 102000: E_norm=714.54 | Force_norm_pre=6748.81
2026-01-08 01:15:02 | INFO | sample_refined | Step 103000: E_norm=705.32 | Force_norm_pre=6599.60
2026-01-08 01:15:06 | INFO | sample_refined | Step 104000: E_norm=696.31 | Force_norm_pre=6474.89
2026-01-08 01:15:11 | INFO | sample_refined | Step 105000: E_norm=687.32 | Force_norm_pre=6369.34
2026-01-08 01:15:15 | INFO | sample_refined | Step 106000: E_norm=677.73 | Force_norm_pre=6272.38
2026-01-08 01:15:19 | INFO | sample_refined | Step 107000: E_norm=668.21 | Force_norm_pre=6184.37
2026-01-08 01:15:24 | INFO | sample_refined | Step 108000: E_norm=658.82 | Force_norm_pre=6095.22
2026-01-08 01:15:28 | INFO | sample_refined | Step 109000: E_norm=649.57 | Force_norm_pre=5994.87
2026-01-08 01:15:32 | INFO | sample_refined | Step 110000: E_norm=640.47 | Force_norm_pre=5877.03
2026-01-08 01:15:36 | INFO | sample_refined | Step 111000: E_norm=631.57 | Force_norm_pre=5740.84
2026-01-08 01:15:41 | INFO | sample_refined | Step 112000: E_norm=622.88 | Force_norm_pre=5592.31
2026-01-08 01:15:47 | INFO | sample_refined | Step 113000: E_norm=614.40 | Force_norm_pre=5450.63
2026-01-08 01:15:51 | INFO | sample_refined | Step 114000: E_norm=606.11 | Force_norm_pre=5358.18
2026-01-08 01:15:56 | INFO | sample_refined | Step 115000: E_norm=597.86 | Force_norm_pre=5381.40
2026-01-08 01:16:00 | INFO | sample_refined | Step 116000: E_norm=589.43 | Force_norm_pre=5571.18
2026-01-08 01:16:05 | INFO | sample_refined | Step 117000: E_norm=580.89 | Force_norm_pre=5870.85
2026-01-08 01:16:10 | INFO | sample_refined | Step 118000: E_norm=572.38 | Force_norm_pre=6082.00
2026-01-08 01:16:14 | INFO | sample_refined | Step 119000: E_norm=563.78 | Force_norm_pre=6121.26
2026-01-08 01:16:18 | INFO | sample_refined | Step 120000: E_norm=555.21 | Force_norm_pre=6038.89
2026-01-08 01:16:22 | INFO | sample_refined | Step 121000: E_norm=546.63 | Force_norm_pre=5904.02
2026-01-08 01:16:26 | INFO | sample_refined | Step 122000: E_norm=538.00 | Force_norm_pre=5756.94
2026-01-08 01:16:30 | INFO | sample_refined | Step 123000: E_norm=529.39 | Force_norm_pre=5620.25
2026-01-08 01:16:35 | INFO | sample_refined | Step 124000: E_norm=520.89 | Force_norm_pre=5505.52
2026-01-08 01:16:40 | INFO | sample_refined | Step 125000: E_norm=512.50 | Force_norm_pre=5413.42
2026-01-08 01:16:46 | INFO | sample_refined | Step 126000: E_norm=504.22 | Force_norm_pre=5338.10
2026-01-08 01:16:51 | INFO | sample_refined | Step 127000: E_norm=496.04 | Force_norm_pre=5269.24
2026-01-08 01:16:56 | INFO | sample_refined | Step 128000: E_norm=487.96 | Force_norm_pre=5197.06
2026-01-08 01:17:02 | INFO | sample_refined | Step 129000: E_norm=479.99 | Force_norm_pre=5117.04
2026-01-08 01:17:08 | INFO | sample_refined | Step 130000: E_norm=472.14 | Force_norm_pre=5032.50
2026-01-08 01:17:15 | INFO | sample_refined | Step 131000: E_norm=464.42 | Force_norm_pre=4951.99
2026-01-08 01:17:21 | INFO | sample_refined | Step 132000: E_norm=456.83 | Force_norm_pre=4886.56
2026-01-08 01:17:27 | INFO | sample_refined | Step 133000: E_norm=449.32 | Force_norm_pre=4847.32
2026-01-08 01:17:33 | INFO | sample_refined | Step 134000: E_norm=441.84 | Force_norm_pre=4843.91
2026-01-08 01:17:40 | INFO | sample_refined | Step 135000: E_norm=434.36 | Force_norm_pre=4883.78
2026-01-08 01:17:46 | INFO | sample_refined | Step 136000: E_norm=426.81 | Force_norm_pre=4971.07
2026-01-08 01:17:52 | INFO | sample_refined | Step 137000: E_norm=419.16 | Force_norm_pre=5105.66
2026-01-08 01:17:58 | INFO | sample_refined | Step 138000: E_norm=411.45 | Force_norm_pre=5286.31
2026-01-08 01:18:04 | INFO | sample_refined | Step 139000: E_norm=403.55 | Force_norm_pre=5507.51
2026-01-08 01:18:11 | INFO | sample_refined | Step 140000: E_norm=395.32 | Force_norm_pre=5753.80
2026-01-08 01:18:17 | INFO | sample_refined | Step 141000: E_norm=386.75 | Force_norm_pre=6009.70
2026-01-08 01:18:23 | INFO | sample_refined | Step 142000: E_norm=377.83 | Force_norm_pre=6260.30
2026-01-08 01:18:30 | INFO | sample_refined | Step 143000: E_norm=368.57 | Force_norm_pre=6491.26
2026-01-08 01:18:36 | INFO | sample_refined | Step 144000: E_norm=359.01 | Force_norm_pre=6692.57
2026-01-08 01:18:44 | INFO | sample_refined | Step 145000: E_norm=349.18 | Force_norm_pre=6856.09
2026-01-08 01:18:51 | INFO | sample_refined | Step 146000: E_norm=339.15 | Force_norm_pre=6978.31
2026-01-08 01:18:58 | INFO | sample_refined | Step 147000: E_norm=328.97 | Force_norm_pre=7059.45
2026-01-08 01:19:05 | INFO | sample_refined | Step 148000: E_norm=318.71 | Force_norm_pre=7101.57
2026-01-08 01:19:12 | INFO | sample_refined | Step 149000: E_norm=308.39 | Force_norm_pre=7109.50
2026-01-08 01:19:19 | INFO | sample_refined | Step 150000: E_norm=298.08 | Force_norm_pre=7088.24
2026-01-08 01:19:26 | INFO | sample_refined | Step 151000: E_norm=287.78 | Force_norm_pre=7043.68
2026-01-08 01:19:33 | INFO | sample_refined | Step 152000: E_norm=277.56 | Force_norm_pre=6981.26
2026-01-08 01:19:40 | INFO | sample_refined | Step 153000: E_norm=267.41 | Force_norm_pre=6906.43
2026-01-08 01:19:46 | INFO | sample_refined | Step 154000: E_norm=257.36 | Force_norm_pre=6823.48
2026-01-08 01:19:53 | INFO | sample_refined | Step 155000: E_norm=247.42 | Force_norm_pre=6736.44
2026-01-08 01:20:00 | INFO | sample_refined | Step 156000: E_norm=237.61 | Force_norm_pre=6650.32
2026-01-08 01:20:07 | INFO | sample_refined | Step 157000: E_norm=227.91 | Force_norm_pre=6570.81
2026-01-08 01:20:14 | INFO | sample_refined | Step 158000: E_norm=218.36 | Force_norm_pre=6498.19
2026-01-08 01:20:21 | INFO | sample_refined | Step 159000: E_norm=209.11 | Force_norm_pre=6480.38
2026-01-08 01:20:30 | INFO | sample_refined | Step 160000: E_norm=199.90 | Force_norm_pre=6499.49
2026-01-08 01:20:39 | INFO | sample_refined | Step 161000: E_norm=190.63 | Force_norm_pre=6539.58
2026-01-08 01:20:48 | INFO | sample_refined | Step 162000: E_norm=181.32 | Force_norm_pre=6607.63
2026-01-08 01:20:57 | INFO | sample_refined | Step 163000: E_norm=171.89 | Force_norm_pre=6713.04
2026-01-08 01:21:07 | INFO | sample_refined | Step 164000: E_norm=162.31 | Force_norm_pre=6862.76
2026-01-08 01:21:16 | INFO | sample_refined | Step 165000: E_norm=152.49 | Force_norm_pre=7056.06
2026-01-08 01:21:25 | INFO | sample_refined | Step 166000: E_norm=142.38 | Force_norm_pre=7287.32
2026-01-08 01:21:32 | INFO | sample_refined | Step 167000: E_norm=131.92 | Force_norm_pre=7550.71
2026-01-08 01:21:39 | INFO | sample_refined | Step 168000: E_norm=121.10 | Force_norm_pre=7841.71
2026-01-08 01:21:45 | INFO | sample_refined | Step 169000: E_norm=109.87 | Force_norm_pre=8157.82
2026-01-08 01:21:51 | INFO | sample_refined | Step 170000: E_norm=98.20 | Force_norm_pre=8496.91
2026-01-08 01:21:58 | INFO | sample_refined | Step 171000: E_norm=86.06 | Force_norm_pre=8857.17
2026-01-08 01:22:04 | INFO | sample_refined | Step 172000: E_norm=73.39 | Force_norm_pre=9237.28
2026-01-08 01:22:10 | INFO | sample_refined | Step 173000: E_norm=60.20 | Force_norm_pre=9634.80
2026-01-08 01:22:16 | INFO | sample_refined | Step 174000: E_norm=46.46 | Force_norm_pre=10047.07
2026-01-08 01:22:21 | INFO | sample_refined | Step 175000: E_norm=32.14 | Force_norm_pre=10472.32
2026-01-08 01:22:25 | INFO | sample_refined | Step 176000: E_norm=17.24 | Force_norm_pre=10905.74
2026-01-08 01:22:30 | INFO | sample_refined | Step 177000: E_norm=1.75 | Force_norm_pre=11343.19
2026-01-08 01:22:35 | INFO | sample_refined | Step 178000: E_norm=-14.36 | Force_norm_pre=11779.19
2026-01-08 01:22:39 | INFO | sample_refined | Step 179000: E_norm=-31.09 | Force_norm_pre=12204.84
2026-01-08 01:22:44 | INFO | sample_refined | Step 180000: E_norm=-48.39 | Force_norm_pre=12604.65
2026-01-08 01:22:49 | INFO | sample_refined | Step 181000: E_norm=-66.25 | Force_norm_pre=12959.54
2026-01-08 01:22:54 | INFO | sample_refined | Step 182000: E_norm=-84.63 | Force_norm_pre=13276.55
2026-01-08 01:22:58 | INFO | sample_refined | Step 183000: E_norm=-103.52 | Force_norm_pre=13606.85
2026-01-08 01:23:03 | INFO | sample_refined | Step 184000: E_norm=-122.90 | Force_norm_pre=13963.40
2026-01-08 01:23:07 | INFO | sample_refined | Step 185000: E_norm=-142.79 | Force_norm_pre=14323.75
2026-01-08 01:23:12 | INFO | sample_refined | Step 186000: E_norm=-163.18 | Force_norm_pre=14668.87
2026-01-08 01:23:16 | INFO | sample_refined | Step 187000: E_norm=-184.01 | Force_norm_pre=14983.95
2026-01-08 01:23:21 | INFO | sample_refined | Step 188000: E_norm=-205.25 | Force_norm_pre=15255.35
2026-01-08 01:23:26 | INFO | sample_refined | Step 189000: E_norm=-226.81 | Force_norm_pre=15467.95
2026-01-08 01:23:30 | INFO | sample_refined | Step 190000: E_norm=-248.57 | Force_norm_pre=15605.10
2026-01-08 01:23:35 | INFO | sample_refined | Step 191000: E_norm=-270.42 | Force_norm_pre=15651.22
2026-01-08 01:23:39 | INFO | sample_refined | Step 192000: E_norm=-292.26 | Force_norm_pre=15589.82
2026-01-08 01:23:44 | INFO | sample_refined | Step 193000: E_norm=-313.91 | Force_norm_pre=15406.79
2026-01-08 01:23:49 | INFO | sample_refined | Step 194000: E_norm=-335.18 | Force_norm_pre=15092.81
2026-01-08 01:23:54 | INFO | sample_refined | Step 195000: E_norm=-355.87 | Force_norm_pre=14645.65
2026-01-08 01:23:58 | INFO | sample_refined | Step 196000: E_norm=-375.81 | Force_norm_pre=14070.66
2026-01-08 01:24:03 | INFO | sample_refined | Step 197000: E_norm=-394.81 | Force_norm_pre=13383.85
2026-01-08 01:24:07 | INFO | sample_refined | Step 198000: E_norm=-412.73 | Force_norm_pre=12611.31
2026-01-08 01:24:12 | INFO | sample_refined | Step 199000: E_norm=-429.47 | Force_norm_pre=11788.53
2026-01-08 01:24:16 | INFO | sample_refined | Step 199999: E_norm=-444.97 | Force_norm_pre=10961.75
2026-01-08 01:24:16 | INFO | sample_refined | Saved refined results to runs/loop_b_refinement_16_local/refined_results.pt
